log_returns,predictions,strategy_log_return
-0.0011321891558833106,0.54454565,-0.0
-0.0065454551457063085,0.5293677,-0.0
-0.008158940266751345,0.51397395,-0.0
-0.0021339410865439507,0.50748277,-0.0
0.014559506485491713,0.5217137,0.0
0.0029489762744178273,0.5337624,0.0
0.006925545971505655,0.5697194,-0.0014968641793537206
-0.0008683845950616468,0.61406034,-0.0014304383970065787
0.004972519373935739,0.64034885,0.00806004334551721
0.0036990752630183237,0.67034185,0.00613613093414137
-0.0001305442936382633,0.68233436,-0.00023964332260487619
-0.002948700995456274,0.6904395,-0.004955932625261677
0.010794014599480895,0.67947644,0.018015866133630785
-0.01915681920731027,0.672289,-0.03241138066611215
-0.0008393894328894387,0.6630568,-0.0014063136241476669
0.007157069459676148,0.6603994,0.010046548943239702
-0.004655163262760606,0.6555475,-0.006518953263148386
0.0035830461350551623,0.63275194,0.005180821960917957
0.0067117199232792635,0.6116146,0.0096843820820372
0.01150218190353436,0.58032364,0.01647020756231515
1.7473402195147748e-05,0.5804912,2.4401069992899652e-05
0.002146068198485628,0.54420996,0.001632397390958596
0.0020824686362514704,0.5285231,0.0
0.004625718421421313,0.5279711,0.0
0.0010469016298636597,0.51408666,0.0
-0.00608595272610467,0.5140039,-0.0
0.003471834314499749,0.49931514,0.0
3.81197702106429e-05,0.5094924,0.0
0.006587563269860502,0.5122779,0.0
-0.0006295555507356148,0.5220087,-0.0
0.0005092350398646701,0.54491186,0.0
-0.0022763982294083576,0.55210596,-0.0014715727163388409
0.0015778199046987368,0.57287127,0.0022584500189097366
0.0010115259764941317,0.59762895,0.0015417915755404593
0.00880233031501038,0.5950646,0.013519829998981766
-0.0021941578177337947,0.5749915,-0.003595416237485822
-0.0003690492159152899,0.5753999,-0.0006211116517419319
0.004674363645274567,0.55898154,0.00768413159561541
0.0010709327032427903,0.53555703,0.0001163561807491025
0.0009509820792062627,0.5126772,0.0
-0.007530446595791227,0.51715285,-0.0
-0.002126258023403761,0.5200916,-0.0
0.009592136693001303,0.52019227,0.0
-0.004481005718174968,0.54585606,-0.0
-0.01664951500981834,0.5585665,-0.0016750035448419049
-0.0016067060560347969,0.56805146,-0.0027225692359304156
-0.0030259808595018596,0.5563959,-0.005177838163135321
0.0037133830511016726,0.5501792,0.006389389975264259
-0.024426474437570796,0.53881276,-0.04373606243471083
0.0079839893634224,0.5189961,0.0
0.005822012301521938,0.5063468,0.0
0.008855954415357753,0.5217449,0.0
-0.005854458419773705,0.52084994,-0.0
-0.006772240853415355,0.5248657,-0.0
0.008459939625435921,0.53539014,0.0
-0.0028283966108148314,0.53617084,-0.0
-0.011985681943016436,0.5255448,-0.0
0.0013526549633799585,0.5190177,0.0
-0.008410962003432774,0.5118029,-0.0
-0.006935919833646164,0.5030673,-0.0
0.002096277031744833,0.49787813,0.0
-0.013283187543648078,0.49659473,-0.0
-0.002769067908266677,0.5112137,-0.0
0.02120590232217955,0.51764035,0.0
0.008128733116814899,0.52586925,0.0
0.006116844939692654,0.5278509,0.0
0.010442980027269892,0.5263203,0.0
0.0046492226262494244,0.5096492,0.0
-0.00034993807146250003,0.4997636,-0.0
-0.002039663774722221,0.49527243,-0.0
0.004089008864639257,0.4849701,0.0
-0.001612807587531756,0.49029866,-0.0
0.00093130109699637,0.5003716,0.0
0.009670497163039447,0.50580895,0.0
0.002980730141062033,0.5140672,0.0
0.00942758127737494,0.507887,0.0
-0.0012599923298071609,0.5174258,-0.0
-0.001733400904302287,0.5020418,-0.0
-0.009541770544716905,0.48347577,-0.0
-0.0012347116248143642,0.48522615,-0.0
0.0038158883683474492,0.4783626,0.0
0.005740945999783157,0.47570422,0.0
0.007643029310015423,0.4669611,0.0
0.0029238366128209827,0.47351068,0.0
0.007643109507034923,0.48541787,0.0
-0.0018075488155421986,0.48765343,-0.0
-0.004847152553144958,0.4921077,-0.0
0.001235782419211788,0.50073844,0.0
0.0045005517390433025,0.5127646,0.0
0.0022826049710747607,0.5302836,0.0
0.004609531857975653,0.5383842,0.0
0.00017584401022740885,0.5421148,0.0
-0.003409581359505424,0.5423486,-0.0
-0.006552659792503698,0.53859466,-0.0
0.0035756025605543887,0.53216994,0.0
-0.006195889480245687,0.5117306,-0.0
0.002824694365048887,0.5075123,0.0
0.006824164701727632,0.51012033,0.0
0.004677196778300731,0.5091369,0.0
-0.005276317479033593,0.50920373,-0.0
0.007360540600725698,0.5219817,0.0
-0.0016174097784052493,0.5133809,-0.0
-0.002582005570623435,0.5205162,-0.0
-0.010945190684515766,0.5228111,-0.0
-0.009039519316589632,0.51517254,-0.0
-0.007309419211901018,0.5068779,-0.0
-0.03023016208358668,0.49795473,-0.0
0.012933013700777157,0.48934457,0.0
0.0007665958837026665,0.47894633,0.0
0.018588459816052425,0.47766465,0.0
-0.006638598058195028,0.48071116,-0.0
-0.012393791374559437,0.49157447,-0.0
0.015018340141399234,0.4839918,0.0
-0.029730362441873767,0.48852196,-0.0
0.0024612366961521996,0.48804227,0.0
0.014323046395867118,0.4799906,0.0
0.012033185716061752,0.47816336,0.0
-0.007946217877328045,0.46679783,-0.0
0.00821297210480141,0.47614625,0.0
-0.0005061754347781955,0.49808368,-0.0
-0.02628890043473184,0.51127714,-0.0
0.010923121308848798,0.51889795,0.0
-0.0032083319923270257,0.5182904,-0.0
0.006524141413449647,0.5311953,0.0
0.012607504258443371,0.53898823,0.0
0.0006425866282088049,0.5319182,0.0
-0.006923029401107576,0.5403127,-0.0
