fold,accuracy,precision,recall,f1_score
1,0.5317460317460317,0.5414012738853503,0.648854961832061,0.5902777777777778
2,0.45634920634920634,0.7692307692307693,0.06944444444444445,0.12738853503184713
3,0.5238095238095238,0.5256410256410257,0.9318181818181818,0.6721311475409836
4,0.5555555555555556,0.584070796460177,0.88,0.7021276595744681
5,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273
6,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273
