fold,accuracy,precision,recall,f1_score
1,0.5158730158730159,0.5354330708661418,0.5190839694656488,0.5271317829457365
2,0.46825396825396826,0.6,0.20833333333333334,0.30927835051546393
3,0.5238095238095238,0.5275229357798165,0.8712121212121212,0.6571428571428571
4,0.5714285714285714,0.5954545454545455,0.8733333333333333,0.7081081081081081
5,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273
6,0.5714285714285714,0.5714285714285714,1.0,0.7272727272727273
