log_returns,predictions
-0.0012423587708425413,0.4903365671634674
0.008456622868486063,0.4849203824996948
0.0012676804557657515,0.4675328731536865
-0.025068317115044824,0.47753992676734924
0.03375937967483105,0.48626384139060974
0.006985976109077266,0.49365225434303284
0.009648598872469499,0.48898085951805115
0.0040896911480226734,0.5039018392562866
0.0045082291212708075,0.5141562223434448
-0.00014631516416395521,0.5215046405792236
-0.005271393699617821,0.5233693718910217
0.010664603047606061,0.5240795016288757
0.002219540130926484,0.5331404209136963
0.007562744629420351,0.5283573269844055
0.013096912647036883,0.5504802465438843
-0.014258492344411193,0.5492090582847595
0.002200509314243242,0.56008380651474
0.0013747698850414063,0.5626333355903625
0.008452855757110272,0.535971999168396
-0.007877771297488075,0.531454861164093
-0.001457308821606146,0.4990963935852051
0.015429591679246102,0.4983435571193695
0.00856066788882119,0.48583143949508667
0.0008981948935526974,0.4849800765514374
0.006753385634354643,0.5034539699554443
0.004697394580445324,0.4763956069946289
-0.0022269362699969025,0.48737120628356934
-0.009401208529255621,0.475035697221756
0.0006759969572876907,0.49500858783721924
0.0007088274375140551,0.5025588274002075
0.012807878037835878,0.5091997385025024
0.0030194138361176875,0.5009622573852539
-0.002655145628696972,0.501734733581543
0.010819998396051885,0.5146398544311523
0.001497616969061925,0.5025104284286499
0.001775554608288014,0.48584872484207153
-0.003532680666308894,0.4934549629688263
0.006390624667742537,0.4879685938358307
0.0012311096284004983,0.4848819077014923
-0.0007907678573642157,0.47982072830200195
-0.0005441904422730449,0.4795794188976288
-0.002829510246944072,0.4726298749446869
0.006871638313078571,0.46820446848869324
-0.0038880778007538076,0.4654932916164398
-0.0011321891558833106,0.47783398628234863
-0.0065454551457063085,0.46357500553131104
-0.008158940266751345,0.4597032368183136
-0.0021339410865439507,0.46700039505958557
0.014559506485491713,0.4640229046344757
0.0029489762744178273,0.4605165719985962
0.006925545971505655,0.4703923165798187
-0.0008683845950616468,0.47243770956993103
0.004972519373935739,0.47067129611968994
0.0036990752630183237,0.458331435918808
-0.0001305442936382633,0.46654433012008667
-0.002948700995456274,0.45653364062309265
0.010794014599480895,0.4580792784690857
-0.01915681920731027,0.46999409794807434
-0.0008393894328894387,0.4621477723121643
0.007157069459676148,0.4645961821079254
-0.004655163262760606,0.45315417647361755
0.0035830461350551623,0.46296006441116333
0.0067117199232792635,0.46285292506217957
0.01150218190353436,0.46543318033218384
1.7473402195147748e-05,0.4587026536464691
0.002146068198485628,0.46286821365356445
0.0020824686362514704,0.45914697647094727
0.004625718421421313,0.4658447206020355
0.0010469016298636597,0.479228675365448
-0.00608595272610467,0.48173922300338745
0.003471834314499749,0.4901977479457855
3.81197702106429e-05,0.48583516478538513
0.006587563269860502,0.48062679171562195
-0.0006295555507356148,0.4803412854671478
0.0005092350398646701,0.47056514024734497
-0.0022763982294083576,0.4752739369869232
0.0015778199046987368,0.4658149182796478
0.0010115259764941317,0.4595645070075989
0.00880233031501038,0.4629560708999634
-0.0021941578177337947,0.4681960344314575
-0.0003690492159152899,0.46976539492607117
0.004674363645274567,0.4663395583629608
0.0010709327032427903,0.46224430203437805
0.0009509820792062627,0.46745565533638
-0.007530446595791227,0.4723894000053406
-0.002126258023403761,0.4765632152557373
0.009592136693001303,0.47565630078315735
-0.004481005718174968,0.48324814438819885
-0.01664951500981834,0.5070312023162842
-0.0016067060560347969,0.5034091472625732
-0.0030259808595018596,0.5089098811149597
0.0037133830511016726,0.5104014277458191
-0.024426474437570796,0.5091093182563782
0.0079839893634224,0.505768358707428
0.005822012301521938,0.5154032111167908
0.008855954415357753,0.5065053701400757
-0.005854458419773705,0.5109658241271973
-0.006772240853415355,0.5159977078437805
0.008459939625435921,0.5173857808113098
-0.0028283966108148314,0.5120835304260254
-0.011985681943016436,0.5033963918685913
0.0013526549633799585,0.5046207904815674
-0.008410962003432774,0.4956185817718506
-0.006935919833646164,0.49806249141693115
0.002096277031744833,0.4897812306880951
-0.013283187543648078,0.48081839084625244
-0.002769067908266677,0.4741966724395752
0.02120590232217955,0.4693599343299866
0.008128733116814899,0.4673549234867096
0.006116844939692654,0.4587061107158661
0.010442980027269892,0.4578530192375183
0.0046492226262494244,0.450664222240448
-0.00034993807146250003,0.4551301896572113
-0.002039663774722221,0.45555147528648376
0.004089008864639257,0.459219366312027
-0.001612807587531756,0.46855250000953674
0.00093130109699637,0.47521737217903137
0.009670497163039447,0.48141351342201233
0.002980730141062033,0.4895887076854706
0.00942758127737494,0.4890017509460449
-0.0012599923298071609,0.49049055576324463
-0.001733400904302287,0.48418086767196655
-0.009541770544716905,0.48304587602615356
-0.0012347116248143642,0.49384620785713196
0.0038158883683474492,0.5024494528770447
0.005740945999783157,0.5205953121185303
0.007643029310015423,0.5206054449081421
0.0029238366128209827,0.5180279016494751
0.007643109507034923,0.5285328030586243
-0.0018075488155421986,0.49940255284309387
-0.004847152553144958,0.505682647228241
0.001235782419211788,0.4743988811969757
0.0045005517390433025,0.46856966614723206
0.0022826049710747607,0.4842923879623413
0.004609531857975653,0.49009448289871216
0.00017584401022740885,0.4791850745677948
-0.003409581359505424,0.4638339579105377
-0.006552659792503698,0.45232030749320984
0.0035756025605543887,0.46125587821006775
-0.006195889480245687,0.4578503370285034
0.002824694365048887,0.4561087191104889
0.006824164701727632,0.45452845096588135
0.004677196778300731,0.4502794146537781
-0.005276317479033593,0.4528529942035675
0.007360540600725698,0.4586490988731384
-0.0016174097784052493,0.4622308313846588
-0.002582005570623435,0.4627508223056793
-0.010945190684515766,0.46845173835754395
-0.009039519316589632,0.4707070589065552
-0.007309419211901018,0.47491711378097534
-0.03023016208358668,0.4780820906162262
0.012933013700777157,0.4814937114715576
0.0007665958837026665,0.48501625657081604
0.018588459816052425,0.48926135897636414
-0.006638598058195028,0.4949221611022949
-0.012393791374559437,0.49136608839035034
0.015018340141399234,0.48805171251296997
-0.029730362441873767,0.48267778754234314
0.0024612366961521996,0.4871271848678589
0.014323046395867118,0.4870610237121582
0.012033185716061752,0.48417073488235474
-0.007946217877328045,0.4818532466888428
0.00821297210480141,0.4818534255027771
-0.0005061754347781955,0.48335278034210205
-0.02628890043473184,0.48658227920532227
0.010923121308848798,0.4875819981098175
-0.0032083319923270257,0.49023696780204773
0.006524141413449647,0.4920373857021332
0.012607504258443371,0.49105018377304077
0.0006425866282088049,0.499680757522583
-0.006923029401107576,0.49646124243736267
0.010783722026351545,0.4951625466346741
0.012925922894213253,0.491365909576416
0.0009102039182753089,0.49215906858444214
-9.403841605477147e-05,0.49563032388687134
0.0003222655402596992,0.49724280834198
0.007203659291708398,0.4967779219150543
0.0028750373351772874,0.5013753771781921
-0.0007246849224239567,0.5100820064544678
-0.0031405023545416464,0.5107693672180176
0.002578428587944307,0.5240990519523621
0.00034262353493549175,0.5237908959388733
1.995503465594414e-05,0.5023907423019409
-0.004907575538623573,0.513913094997406
-9.696098511125931e-05,0.48533758521080017
-0.00845197838104937,0.49430644512176514
0.006139678693710976,0.484668493270874
-0.0024318710236335014,0.4848272204399109
-0.005330541995716127,0.4841260015964508
0.005034926684707536,0.48564985394477844
-0.012334130226057026,0.4864886403083801
-0.01806540675789211,0.4811043441295624
