,predictions,attention_mean
2024-12-13,0.50705546,0.14285715
2024-12-16,0.5128134,0.14285715
2024-12-17,0.5114777,0.14285715
2024-12-18,0.51665294,0.14285715
2024-12-19,0.521709,0.14285715
2024-12-20,0.5200475,0.14285713
2024-12-23,0.5234711,0.14285715
2024-12-24,0.5174411,0.14285715
2024-12-26,0.5120728,0.14285715
2024-12-27,0.5209677,0.14285713
2024-12-30,0.52328646,0.14285715
2024-12-31,0.5122056,0.14285715
