date,LSTM,GRU,CNN-LSTM,ATT-LSTM,Transformer
2019-08-12,-0.009289808940636999,0.05311191525296799,,0.030569769570756102,-0.0808331738552238
2019-08-13,0.014565490355624742,0.05311191525296799,,0.03832548397967725,-0.0808331738552238
2019-08-14,0.04017438803720132,0.05311191525296799,,0.07359483967268352,-0.07793730579921289
2019-08-15,-0.02058110759250474,0.05311191525296799,,0.07260053436143588,-0.08192870738541662
2019-08-16,-0.003923972717169987,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-19,0.010024249829713753,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-20,0.0037901287675139177,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-21,0.05618647912473888,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-22,0.06317541831493809,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-23,0.006527654230142105,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-26,0.012114420483482463,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-27,0.02608736327161605,0.05311191525296799,,0.07260053436143588,-0.055865135266418696
2019-08-28,0.006314971337666512,0.05311191525296799,,0.07260053436143588,-0.05290439200405606
2019-08-29,-0.0015964660822624596,0.05311191525296799,,0.07260053436143588,-0.06718204466079929
2019-08-30,-0.0009134641899786627,0.05311191525296799,,0.07260053436143588,-0.06613296336556017
2019-09-02,0.014248804747849297,0.05311191525296799,,0.07545441232501349,-0.06008037102000976
2019-09-03,0.02027595281736866,0.057591014940079455,,0.06413332722281405,-0.07273032236011301
2019-09-04,0.018750966562030146,0.06038530948533782,,0.06876894685433084,-0.06790283660309956
2019-09-05,0.012133287620771564,0.042020390597235786,,0.06327046267267714,-0.07073934721852759
2019-09-06,0.017528570955987033,0.011345084355451838,,0.044117481086671136,-0.10298154127391713
2019-09-09,0.018246814431062717,0.0037204931497126555,,0.03655102495780946,-0.1126657224296343
2019-09-10,0.020386753790377764,0.0038139036054142495,,0.009470060740644479,-0.1467579256368181
2019-09-11,0.012696503164599662,-0.018846233510656066,,-0.001363881630401214,-0.14268904962465404
2019-09-12,0.016124207075273775,-0.01929275431993596,,0.0034709161018880966,-0.13713345133088434
2019-09-13,0.018454382424421923,-0.055657263171530996,,0.0034709161018880966,-0.10932183716951195
2019-09-16,0.03381400304875448,-0.032496468940873637,,0.006428738543124151,-0.10524361341207811
2019-09-17,0.03171806014082758,-0.032496468940873637,,-0.004885304599627492,-0.11499350113992671
2019-09-18,0.0204847901079726,-0.028185786095967832,,-0.02215939565744642,-0.11166994740616508
2019-09-19,0.030867952582384086,-0.06365262478692815,,-0.04590985687530105,-0.14046426664580106
2019-09-20,0.005160696901849691,-0.07730526781056933,,-0.058062004229313624,-0.15112580897052771
2019-09-23,-0.03028721357945042,-0.11688004740722246,,-0.12784885886341943,-0.1774606589496187
2019-09-24,-0.014680231743746854,-0.10848103956550131,,-0.09810489602104065,-0.1774606589496187
2019-09-25,0.012347467533822392,-0.08680743907369153,,-0.04021831787180829,-0.1774606589496187
2019-09-26,0.003852785052366258,-0.09290121213440686,,-0.05207809283149809,-0.1774606589496187
2019-09-27,-0.02504325828216437,-0.11659995945002047,,-0.08943779734716766,-0.1774606589496187
2019-09-30,-0.008327600852260185,-0.12847690415932575,,-0.06791011302250687,-0.1774606589496187
2019-10-01,0.0014722281542955316,-0.15425519194845727,,-0.06791011302250687,-0.1774606589496187
2019-10-02,-0.00033968895914451787,-0.15516437632989022,,-0.06791011302250687,-0.1774606589496187
2019-10-03,-0.002856497747033801,-0.13898098667589165,,-0.06791011302250687,-0.1774606589496187
2019-10-04,0.014953981374979835,-0.10926634489154932,,-0.06791011302250687,-0.1774606589496187
2019-10-07,0.011356030465110039,-0.12970779472781557,,-0.06791011302250687,-0.1774606589496187
2019-10-08,0.016294516836373105,-0.10000151083752319,,-0.06791011302250687,-0.1774606589496187
2019-10-09,0.00923838397557043,-0.11654110346762245,,-0.06791011302250687,-0.1774606589496187
2019-10-10,0.021396959877571294,-0.16266492010256772,,-0.06791011302250687,-0.1774606589496187
2019-10-11,0.015006216186065473,-0.19558008131418503,,-0.06791011302250687,-0.1774606589496187
2019-10-14,0.020049850613300287,-0.16842125592808282,,-0.06791011302250687,-0.1774606589496187
2019-10-15,0.02345384235135244,-0.2317666476030584,,-0.06791011302250687,-0.17393043704418779
2019-10-16,0.030632542704270915,-0.2212396124267089,,-0.06791011302250687,-0.16828850658757838
2019-10-17,0.04039863465193161,-0.2051671327011778,,-0.06791011302250687,-0.15944676889415166
2019-10-18,0.038919820174831234,-0.15973090429010545,,-0.06791011302250687,-0.12653285245753476
2019-10-21,0.0446312849266351,-0.10127649521920763,,-0.06791011302250696,-0.09659062261082967
2019-10-22,0.03923345563973186,-0.10127649521920763,,-0.05764433671699721,-0.0744404833982078
2019-10-23,0.05574955929995355,-0.10127649521920763,,0.05291652245040678,0.16967180680060653
2019-10-24,0.0621658495793317,-0.10127649521920763,,0.025471591642825604,0.15039443433034622
2019-10-25,0.0618341779967472,-0.10127649521920763,,0.019104430760119168,0.13472066786645545
2019-10-28,0.03157726950294065,-0.10127649521920763,,-0.044719832697030094,0.14306342930546487
2019-10-29,0.04874132661223777,-0.10127649521920763,,-0.0063079239056308654,0.17106836693131156
2019-10-30,0.07725991711810286,-0.10127649521920763,,0.003411088823964363,0.19660816298385833
2019-10-31,0.046906392049718484,-0.10127649521920763,,-0.0077937538059216546,0.17057033908072353
2019-11-01,0.11949635193809599,-0.10127649521920763,,-0.0077937538059216546,0.1869233109899147
2019-11-04,0.1158093851475184,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-05,0.0894912832552046,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-06,0.08093231579424551,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-07,0.10085819019167831,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-08,0.08182941028903615,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-11,0.07423806851277646,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-12,0.15312599993610085,-0.10127649521920763,,-0.0077937538059216546,0.18351268188952818
2019-11-13,0.15878752314497516,-0.11162788643399064,,-0.0077937538059216546,0.18351268188952818
2019-11-14,0.1767821529175065,-0.03749529278160579,,-0.0077937538059216546,0.18351268188952818
2019-11-15,0.18263204087365792,-0.04663796136717302,,-0.0077937538059216546,0.18351268188952818
2019-11-18,0.154420091427354,-0.0077801309089608845,,-0.0077937538059216546,0.18351268188952818
2019-11-19,0.1526761587050299,-0.04163076233985856,,-0.0077937538059216546,0.18351268188952818
2019-11-20,0.17362379130372224,-0.0997444490682876,,-0.0077937538059216546,0.18351268188952818
2019-11-21,0.14777693472935702,-0.13920551772306408,,-0.0077937538059216546,0.18351268188952818
2019-11-22,0.116234698016053,-0.09011629693857791,,-0.0077937538059216546,0.18351268188952818
2019-11-25,0.1136027842760706,-0.08010753880066697,,-0.01156284298360319,0.18351268188952818
2019-11-26,0.11093385348751332,-0.01940307731874096,,0.02196816693640711,0.18351268188952818
2019-11-27,0.1005132436211407,-0.04288157051820533,,0.01038536462382909,0.18351268188952818
2019-11-28,0.07757685505171627,-0.04288157051820533,,0.0027788740842029924,0.18351268188952818
2019-11-29,0.07765774718015755,-0.04288157051820533,,0.0027788740842029924,0.18351268188952818
2019-12-02,0.10031326185738336,-0.03719812102074219,,0.0027788740842029924,0.18351268188952818
2019-12-03,0.1096976165433641,-0.025165276414579787,,0.006396915982309597,0.18351268188952818
2019-12-04,0.10238488016457555,0.0010317177487910287,,-0.0029463333612715823,0.18351268188952818
2019-12-05,0.1013919528440304,0.000990824711599924,,-0.004190464703093684,0.18351268188952818
2019-12-06,0.10133395750351508,-0.0015058684282047918,,-0.007886874625000108,0.18351268188952818
2019-12-09,0.11637918653340937,0.050411914561907294,,0.0261275969422542,0.18351268188952818
2019-12-10,0.11666454255443565,0.07664417025691452,,0.04763167242752398,0.18351268188952818
2019-12-11,0.1444541301096897,0.13752525554266748,,0.05074467310942485,0.18351268188952818
2019-12-12,0.12991268147457954,0.10902434808768587,,0.046399206531541136,0.18351268188952818
2019-12-13,0.13298369174659158,0.13626847960871522,,0.046399206531541136,0.18351268188952818
2019-12-16,0.1504675076831721,0.13647152462374523,,0.046399206531541136,0.18351268188952818
2019-12-17,0.1359844888118752,0.09164782415173614,,0.046399206531541136,0.18351268188952818
2019-12-18,0.17954080050957003,0.09164782415173615,-0.12598815766974242,0.050026521669595876,0.18351268188952818
2019-12-19,0.29417903481823315,0.09164782415173615,0.10990832320556675,0.1358852077348252,0.18351268188952818
2019-12-20,0.2664354791198575,0.09164782415173615,0.002956391783207005,0.10109087795376946,0.18351268188952818
2019-12-23,0.24215060601919072,0.09164782415173615,0.04103878117305403,0.06192250570578027,0.18351268188952818
2019-12-24,0.263859006735831,0.09164782415173615,0.010310181329037752,0.07104210747251662,0.18351268188952818
2019-12-25,0.3889485237071486,0.09164782415173615,0.057205098814435716,0.2230765114861437,0.18351268188952818
2019-12-26,0.36187262700047146,0.09164782415173615,0.10873226074512504,0.2196356827097388,0.18351268188952818
2019-12-27,0.33363339792499236,0.09164782415173615,0.08206413184467426,0.1977187825389541,0.18351268188952818
2019-12-30,0.36319582414344165,0.09164782415173615,0.12354805553654251,0.2305210081905301,0.18351268188952818
2019-12-31,0.3656739004081574,0.09164782415173615,0.11528913969794324,0.22007884393569802,0.18351268188952818
2020-01-01,0.34761462649243746,0.08595714424015595,0.12939005556894725,0.23118979631957537,0.18351268188952818
2020-01-02,0.38807872900542195,0.12459865531228519,0.17410167522752476,0.2643298104512956,0.18351268188952818
2020-01-03,0.3921897988056506,0.14331948249125445,0.1975902662921502,0.2837852921583792,0.18351268188952818
2020-01-06,0.40261879456426636,0.12853278006593083,0.17677237140593516,0.2656295346392808,0.17132396452755586
2020-01-07,0.3789787575561896,0.13003555087555693,0.17165930196101822,0.2673502668318243,0.17457539625468935
2020-01-08,0.41257868717774315,0.1307616760750441,0.1644429832489646,0.27388820983969403,0.186720588806695
2020-01-09,0.31869049724681575,0.1307616760750441,0.08386550635099098,0.2039355771527245,0.0664940197838938
2020-01-10,0.18417492245735942,0.1307616760750441,0.07784331417095419,0.10135130849679205,-0.046880065618302845
2020-01-13,0.16860808521892634,0.1307616760750441,0.12104400481525639,0.13699706901730363,0.010079347886453573
2020-01-14,0.14343252939467258,0.1307616760750441,0.11541192920716416,0.13335644713070108,0.00551815871352507
2020-01-15,0.15946172457606864,0.1254328850116359,0.1315116972248011,0.14556990428671995,0.021769162414294482
2020-01-16,0.06192175672317886,0.027015685577787957,0.02751636435239187,0.06659943903277794,-0.05725024354381439
2020-01-17,0.09692176117496357,0.055319689916829416,0.056661066880233,0.10095265771914605,-0.022171347219072355
2020-01-20,0.11009256958368933,0.10421032399846514,0.10650353232814154,0.11381980125586896,-0.0007749247934237489
2020-01-21,0.13040969084843093,0.1384272199201207,0.14128246988585816,0.13378490541303187,0.02644711104377551
2020-01-22,0.14476872988763748,0.1495790310787954,0.15267235851160416,0.14794305965553844,0.04265444706919568
2020-01-23,0.12356316677469828,0.12902443484472717,0.13157134650470062,0.12701440014976886,0.02027104700945889
2020-01-24,0.13636125913245825,0.15152008584672672,0.15446041659558937,0.13962308960798425,0.035953682235324004
2020-01-27,0.133733447268818,0.15717261699117352,0.16023302138769746,0.13703101349517055,0.032944942713216734
2020-01-28,0.15889755332272926,0.17684615573019283,0.180244282146298,0.16526096604400226,0.06165044168702671
2020-01-29,0.14869124921728932,0.17109395147447465,0.17435843186179717,0.15996885577079872,0.05053839830217157
2020-01-30,0.15215696916941615,0.177187510179988,0.1805779997727069,0.1656217001136205,0.05787101119135344
2020-01-31,0.13986865666724885,0.16669782246915069,0.16983792999173333,0.15599115105220235,0.04756909160664872
2020-02-03,0.13198941625039962,0.18131171306591345,0.18471667364962943,0.16966069700074637,0.06002303807910859
2020-02-04,0.11771391274401162,0.16752830252889456,0.17060352035649154,0.15700906115997876,0.06002303807910859
2020-02-05,0.08355704983476668,0.12759920655958282,0.1296725441131931,0.12050493178174679,0.06002303807910859
2020-02-06,-0.0057537366138592965,0.015809005027338455,0.015758105195839638,0.01619014615253543,0.06002303807910859
2020-02-07,-0.06396499779666587,-0.04934807820680182,-0.04992190182763202,-0.046995217713133225,0.06002303807910859
2020-02-10,-0.07597977937229765,-0.05497788357523676,-0.057653800143633846,-0.05444470145431217,0.06002303807910859
2020-02-11,-0.14936351012460408,-0.13063117987387968,-0.12169339442459738,-0.11780441988985796,0.06002303807910859
2020-02-12,-0.16590233136417024,-0.1421250995804865,-0.13488646181415595,-0.13069864848540966,0.05656129060279925
2020-02-13,-0.16590233136417024,-0.06553353081775835,-0.051494213999396764,-0.04982199579902041,0.133428393021945
2020-02-14,-0.16590233136417024,-0.05984565157604747,-0.0886686575647833,-0.08547885641819684,0.13116420844749332
2020-02-17,-0.16590233136417024,-0.04768304123231231,-0.0886686575647833,-0.029304162285587184,0.18124611818010308
2020-02-18,-0.16590233136417024,-0.0382386066152563,-0.09001931327601574,-0.029304162285587184,0.18124611818010308
2020-02-19,-0.1675803476576889,-0.04743381470716325,-0.11154108934706643,-0.029304162285587184,0.18124611818010308
2020-02-20,-0.20933023304101517,-0.051045372349699115,-0.1675055416692159,-0.028088110247393095,0.18124611818010308
2020-02-21,-0.13948722879185657,0.0046619604359934355,-0.10900882797959521,-0.03933103728757957,0.18124611818010308
2020-02-24,-0.1372047534786403,-0.04858863065972673,-0.14715418403449082,-0.03546896193925496,0.18124611818010308
2020-02-25,-0.18681792648192955,-0.04858863065972673,-0.1946332803177455,-0.03290836605995065,0.18124611818010308
2020-02-26,-0.1892943541128552,-0.04858863065972673,-0.11474613500257266,-0.03290836605995065,0.18124611818010308
2020-02-27,-0.1958806194509101,-0.04858863065972673,-0.11474613500257266,-0.03290836605995065,0.18124611818010308
2020-02-28,-0.1958806194509101,-0.047464279370930146,-0.11474613500257266,-0.03290836605995065,0.18124611818010308
2020-03-02,-0.1958806194509101,-0.05561307307778434,-0.11474613500257266,-0.03290836605995065,0.18124611818010308
2020-03-03,-0.1958806194509101,-0.05599250588455835,-0.11540026606938601,-0.03290836605995065,0.18124611818010308
2020-03-04,-0.1967218353649638,-0.055503839579544224,-0.14142086956850064,-0.031686385695586315,0.17935237437768792
2020-03-05,-0.21798428711526827,-0.06058759812824942,-0.1420641944434877,-0.037172352653711514,0.11427101264538482
2020-03-06,-0.12516997974285574,-0.06624516270475478,-0.07725183218292196,-0.04327535244717384,0.1712382552261535
2020-03-09,-0.11691788656904717,-0.06836214201976376,-0.07054616102168945,-0.0455668023868949,0.18312475260991448
2020-03-10,-0.07201338722298996,-0.0007871851042347563,-0.0345465893593738,0.025925124901899837,0.22267429749176804
2020-03-11,-0.07201338722298999,-0.005875082524898973,-0.05334473391839322,-0.00979487947950312,0.18211665125434973
2020-03-12,-0.07201338722298999,-0.005908880955069534,-0.05334473391839322,0.022788232552497865,0.20779713039530162
2020-03-13,-0.07201338722298999,0.0008472074326794595,-0.05334473391839322,0.006938244308034594,0.19023078120704762
2020-03-16,-0.0713608187669304,0.0008472074326794595,-0.05279993453319496,-0.03481767307482226,0.1892980481172001
2020-03-17,-0.07621758177614817,0.0008472074326794595,-0.05739388516020641,-0.013936924617555642,0.20766215902037252
2020-03-18,-0.07556397345746453,0.0008472074326794595,-0.054093517558846275,-0.026662657530813642,0.19246301660981482
2020-03-19,-0.07722455898710007,0.0008472074326794595,-0.018756560605979793,0.028071684684178762,0.23011034550924167
2020-03-20,-0.0778784534759695,0.0008472074326794595,-0.017290343689465828,0.029047030447184184,0.22874128662963847
2020-03-23,-0.055855536240665325,0.0008472074326794595,-0.019851166780962503,0.0510353444126757,0.2515029258631745
2020-03-24,-0.055855536240665325,0.0008472074326794595,-0.023329287307333475,0.05699528137970433,0.26255735881860887
2020-03-25,-0.05521331000456644,0.0008472074326794595,-0.021834794492684544,0.05113171580361717,0.25349386696926873
2020-03-26,-0.059068138159222586,0.0008472074326794595,-0.024953538305084077,0.0682714790074077,0.27400805884776697
2020-03-27,-0.058425289227390605,0.0008472074326794595,-0.024430767493333626,0.0516602349921395,0.2531258593037304
2020-03-30,-0.06027487892801726,0.0018422728146205384,-0.0254097119113836,0.05465057725013446,0.25770179804068893
2020-03-31,-0.04821718915276962,-0.007467920523374293,-0.030314067388989067,0.06778243448772313,0.27586618981442007
2020-04-01,-0.06195257427925272,-0.02905201915883458,-0.041683602488934275,0.05085092178363138,0.25961973601848654
2020-04-02,-0.07915743306538722,-0.0556476960983894,-0.05614250426273993,0.028875855190855733,0.23156705378913583
2020-04-03,-0.06463068812945885,-0.033588676502340147,-0.043800265377689634,0.04504576227456019,0.24683723914201558
2020-04-06,-0.0656822815084984,-0.03423146739483237,-0.04356309068387895,0.04381254198162464,0.24553526785640473
2020-04-07,-0.051303485574718206,-0.021029368013595423,-0.031198025248370835,0.06054474941138041,0.2629588990684161
2020-04-08,-0.03176164909772902,-0.007242207374054312,-0.023110995936754596,0.0830437037539003,0.287308646690732
2020-04-09,-0.035020264532348716,-0.012147816556944493,-0.030457428946028115,0.07186915224471026,0.2754879059005597
2020-04-10,-0.017937430586460686,0.012134025993071038,-0.01634431824201118,0.09084852027303125,0.29367640223022834
2020-04-13,-0.025545462093433398,0.004553833281583306,-0.02266577792414797,0.08167681777768263,0.2834704579794972
2020-04-14,-0.031883009542672085,-0.005071834584407331,-0.027970598407927875,0.07334244680257467,0.2728593841299612
2020-04-15,-0.03372700314949969,-0.007776466644321176,-0.029501248687241622,0.07122333522562635,0.2706936163806047
2020-04-16,-0.037387862734080686,-0.013129755972896968,-0.032531187707164295,0.06713717386131048,0.26676759348378043
2020-04-17,-0.048612850962622724,-0.029701872831559038,-0.041848202324105487,0.05404917306551964,0.2530461265479263
2020-04-20,-0.04355356746510391,-0.02224500582927674,-0.03766048194466555,0.059805065829341086,0.25878545193141683
2020-04-21,-0.029870187148098394,-0.0030787371789574797,-0.026830596019331424,0.07551866659314854,0.2748111463898234
2020-04-22,-0.03488748112444925,-0.009668522000109453,-0.030560772359290157,0.07040975875753222,0.26949196442062795
2020-04-23,-0.035921593880721914,-0.011191494234370407,-0.031421041706266646,0.05315577509195641,0.2504939843196673
2020-04-24,-0.03988667051412848,-0.017023362515456938,-0.03522486381581249,0.04859102956613306,0.23135101984104656
2020-04-27,-0.03888786082082683,-0.015550088721176678,-0.028521875974717736,0.049758252200130984,0.24064855079694675
2020-04-28,-0.04063017324373346,-0.018118213565929388,-0.027462060518118624,0.04844584200536962,0.24215858450204822
2020-04-29,-0.019625444345360316,0.012241030239072522,-0.010120072166813971,0.05054099626039314,0.26378857883985823
2020-04-30,-0.02881427796167171,-0.001187778487005093,-0.01779336291522376,0.047205300405764844,0.2527620043210004
2020-05-01,-0.016472361468350776,0.016597823209976742,-0.007525071213920935,0.049947949589887936,0.26396990945460036
2020-05-04,-0.014812655174457763,0.01904375824219473,-0.006134402767374465,0.05761408646953419,0.25710827907037986
2020-05-05,0.007241587331154987,0.05251196083227808,0.012317258651271477,0.08372037698554242,0.25710827907037986
2020-05-06,0.033823532461008804,0.09351030134636386,0.03438592942712672,0.10815286052226573,0.25710827907037986
2020-05-07,0.04515027072964453,0.11020209588647352,0.043795354886618156,0.11103022874671953,0.25710827907037986
2020-05-08,0.0736253387166485,0.15983877745114286,0.06650470337661606,0.15007144803992992,0.25710827907037986
2020-05-11,0.08264809591877767,0.17330057239039137,0.0708737825969542,0.16061183947596508,0.25785391209974323
2020-05-12,0.08502222817141214,0.14143123884767106,0.04768147709746085,0.13315658281454018,0.2325394261865048
2020-05-13,0.09016746665904983,0.1498023398908303,0.0681983339298659,0.16606782579596466,0.2332934833086779
2020-05-14,0.09860221007392912,0.16325598190792337,0.07535195093695013,0.14824384827582626,0.2080569032829883
2020-05-15,0.09643389454929885,0.1595996481916169,0.07407065593144244,0.14528869327216304,0.20546049731520863
2020-05-18,0.11266491507078043,0.18310236497512722,0.09690885340766306,0.1652218170605879,0.2226465972704462
2020-05-19,0.18641294316294835,0.19588294211293775,0.15519748775357992,0.1749681632952632,0.23118252303794118
2020-05-20,0.15259104390421485,0.14897275429083642,0.12572984138762514,0.16801329230269438,0.22501866747287494
2020-05-21,0.14938902116650996,0.2241595561376918,0.15651164349687993,0.16335387758388042,0.22089447111764596
2020-05-22,0.20091539636122518,0.12705097827342324,0.1954478693207481,0.10399826541684742,0.16608900435548266
2020-05-25,0.21102652969244182,0.14003419482835217,0.1628561506829048,0.11370525513115079,0.17465342602449424
2020-05-26,0.21764851062690477,0.14847671639562168,0.1687957770081905,0.11997033921744288,0.1802171008140202
2020-05-27,0.2317828276857978,0.16648757463579392,0.1816989314306193,0.133692140023924,0.19231791838319579
2020-05-28,0.22782625590194872,0.16150578827391043,0.17898711948099397,0.13086929105451664,0.1897767342414197
2020-05-29,0.22782625590194872,0.16150578827391043,0.17942836164440895,0.13132784797906513,0.19018814568924564
2020-06-01,0.2278262559019488,0.16150578827391043,0.22019510051937902,0.1268744892436136,0.18686799924740044
2020-06-02,0.2630275837097743,0.16150578827391043,0.22590435704447331,0.1317730346266008,0.2147608778968674
2020-06-03,0.23268745872960342,0.16150578827391043,0.18864842363402487,0.13504962714603927,0.17691866787621513
2020-06-04,0.18978697532855734,0.16256553014694614,0.15292316849886037,0.11421077723276972,0.1457592365569578
2020-06-05,0.14649039056492583,0.11505043496025984,0.12015796254685082,0.08215533643617313,0.1153404124031076
2020-06-08,0.11637964752257396,0.11505043496025984,0.1326565915628979,0.09105326102827992,0.12482771355268098
2020-06-09,0.11533107677260464,0.11505043496025984,0.14587274491070734,0.07753613680149914,0.11169403690780477
2020-06-10,0.12939917812638194,0.11505043496025984,0.15960526232165298,0.10366251277049394,0.1393363934321601
2020-06-11,0.1283523524309627,0.11505043496025984,0.163396134272609,0.15264689916580376,0.14438740106606526
2020-06-12,0.13197877791685617,0.11505043496025984,0.163396134272609,0.1383144197345173,0.13045801670291207
2020-06-15,0.1309312814217246,0.11505043496025984,0.16436563473533208,0.16610374368717756,0.1571703477703345
2020-06-16,0.11912829472489114,0.11505043496025984,0.1150096277891383,0.10850066661673018,0.10043947547457095
2020-06-17,0.12799389892438384,0.11505043496025984,0.12324521304509432,0.11767705219061105,0.10920674082818681
2020-06-18,0.09190161698755912,0.11386501365906025,0.11693919689549244,0.08161122928071272,0.07447389373856224
2020-06-19,0.10256597390917511,0.12559918432965556,0.12676738726811435,0.07780569337475003,0.06987979120244808
2020-06-22,0.09232661272687344,0.11407919950453461,0.12567637777465515,0.07861207504347982,0.07905991744149447
2020-06-23,0.1057274472920618,0.12874812248806836,0.13929061031276035,0.06296135250526101,0.06310049537612002
2020-06-24,0.11491974249837672,0.13885980596771894,0.14868958718439543,0.09731500822369635,0.08680418563491497
2020-06-25,0.11234297416290752,0.1348053787598176,0.14492137791283058,0.0875239942819025,0.08097566722457188
2020-06-26,0.08981277491960492,0.1392549270218129,0.14905793340455142,0.06396448448802339,0.05534860052094328
2020-06-29,0.1192546729090461,0.1722331516947092,0.17862996207766033,0.09380108486266156,0.07498112371078931
2020-06-30,0.16114094320018985,0.22173083272699443,0.22074797956429124,0.13568670570121238,0.11192044458948261
2020-07-01,0.14457070815017928,0.2048149706829982,0.20484400020319016,0.11835356455201715,0.08872058472954444
2020-07-02,0.13001418194574643,0.1879929147604451,0.18953414145868758,0.10362573226769022,0.08932529822209462
2020-07-03,0.10778679830384963,0.16370179530209358,0.167163107471406,0.08073682581975822,0.07445201228868864
2020-07-06,0.10015867405087872,0.15571395865385992,0.15976622176938968,0.07275649057491937,0.05744373369318083
2020-07-07,0.0986748476258972,0.15401741532012214,0.15821793407100215,0.07125090866152163,0.056012981854940205
2020-07-08,0.08464922080862583,0.1401131736144079,0.1452850132191624,0.056258557466868836,0.04127337879264738
2020-07-09,0.09137519571604319,0.14785553297489845,0.15231786485174698,0.06308580490701887,0.0477468150369332
2020-07-10,0.13880752769482507,0.20303832330663885,0.20295892964459986,0.1109127192404659,0.09264062892592065
2020-07-13,0.14103617946228944,0.1972793337155513,0.20634367103198972,0.11442202987701498,0.0960096109167546
2020-07-14,0.1304263145627087,0.18554817216760344,0.19892195926980158,0.1079565570410119,0.08979553617527548
2020-07-15,0.13942371313472324,0.19597157443926466,0.20834274510374717,0.12508839258579388,0.10605194754533968
2020-07-16,0.1260242451447129,0.1812597916808554,0.19497290117697705,0.11920827563007369,0.10037153431058052
2020-07-17,0.10671651493058658,0.16155057747728685,0.17581298073556365,0.1000911955903563,0.08192483930100905
2020-07-20,0.10780696878203036,0.16155057747728685,0.1792572985595173,0.10341641639676455,0.08508756472548691
2020-07-21,0.10780696878203036,0.16155057747728685,0.1670929747353364,0.12382868078478883,0.10249357459320677
2020-07-22,0.10780696878203036,0.16155057747728685,0.1670929747353363,0.14087970196486108,0.14310320684367703
2020-07-23,0.10780696878203036,0.16155057747728685,0.14964216754616821,0.13813562509732352,0.12668881080059527
2020-07-24,0.10906464035492389,0.16298057144424738,0.14479253822245397,0.13790805657698754,0.12155600312726592
2020-07-27,0.07394870671082826,0.12693222645211966,0.11118744079790202,0.1414340516821556,0.08872556274020744
2020-07-28,0.08824748405340538,0.14377083444393557,0.12446127204623801,0.14444103189230859,0.10206435905907253
2020-07-29,0.06757333886184533,0.121286595598312,0.09684462452438636,0.13706643140198047,0.07514485523443756
2020-07-30,0.07823244434594148,0.13380701148584767,0.10760730588219929,0.1357416174576604,0.0903615642639023
2020-07-31,0.07377241322265206,0.13024386848462238,0.10449306579869516,0.14018616723968585,0.0903615642639023
2020-08-03,0.07100335477075426,0.11120994337586391,0.08893257433839251,0.1525978148821988,0.0903615642639023
2020-08-04,0.05677829912299773,0.09553347679663485,0.06871937189258613,0.15723472092213633,0.0903615642639023
2020-08-05,0.0729495466528825,0.11243644416715613,0.08495404959002348,0.17109062151350443,0.0903615642639023
2020-08-06,0.06881293447959294,0.10514728213091211,0.08495404959002348,0.16713028014666256,0.0903615642639023
2020-08-07,0.07137948481012396,0.0994269269628409,0.08631064449340214,0.17077714298157132,0.0903615642639023
2020-08-10,0.06060331603823618,0.08716652229521916,0.07555141023069376,0.15761044652705344,0.0903615642639023
2020-08-11,0.041422669335841156,0.06703521532966221,0.05647132536232866,0.15065138728265481,0.09172941789874205
2020-08-12,0.06595180549340174,0.07083254268113227,0.08088633152337986,0.17338677734892805,0.09640007402072596
2020-08-13,-0.01620367962965187,-0.024612453129089457,-0.001917499345341907,0.09047190352184714,0.062318202913843664
2020-08-14,-0.04249360594934912,-0.05508546068540254,-0.028133903486786186,0.06578131961163818,0.0341215668691726
2020-08-17,-0.06645358972730567,-0.08162009509792668,-0.05259133539905156,0.039278641277464485,0.005209488235030212
2020-08-18,-0.03406271629269125,-0.04421713482333479,-0.02049581034699057,0.06834830848114151,0.03850799774705878
2020-08-19,0.022953964504386866,0.020854831109944037,0.039524281902654196,0.14273049051905765,0.12162759354983861
2020-08-20,0.004360277936555034,-0.0020148333369345997,0.021103344540369478,0.12624477675507625,0.10197627811721124
2020-08-21,0.010934607786930277,0.006114368886514347,0.027574545497481454,0.13180236405422935,0.10862316334701667
2020-08-24,-0.009754387935115585,-0.019725465682174304,0.007272581326413909,0.11473939469280274,0.0880803735485697
2020-08-25,-0.009795060069455123,-0.019775735583780797,0.004150001423048906,0.11318286368277435,0.08621227610545422
2020-08-26,-0.02271454740617325,-0.035712057138983844,0.004776977809026909,0.09955572758494381,0.069891423285087
2020-08-27,-0.038105677715283226,-0.056367210583808725,0.006318002733384772,0.0909390099730699,0.059674351046053474
