log_returns,predictions,strategy_log_return
-0.0011321891558833106,0.524884,-0.0
-0.0065454551457063085,0.5341822,-0.0
-0.008158940266751345,0.60122514,-0.0015375276284388712
-0.0021339410865439507,0.5991328,-0.0032892273640077597
0.014559506485491713,0.60084593,0.02218667044520373
0.0029489762744178273,0.6568649,0.004221382352142962
0.006925545971505655,0.6807587,0.010417396756933896
-0.0008683845950616468,0.6732512,-0.0014304383970065787
0.004972519373935739,0.60093355,0.00806004334551721
0.0036990752630183237,0.6128455,0.00613613093414137
-0.0001305442936382633,0.63204557,-0.00023964332260487619
-0.002948700995456274,0.64459807,-0.004955932625261677
0.010794014599480895,0.62557185,0.018015866133630785
-0.01915681920731027,0.65117776,-0.03241138066611215
-0.0008393894328894387,0.6643796,-0.0014063136241476669
0.007157069459676148,0.59554726,0.010046548943239702
-0.004655163262760606,0.5900095,-0.006518953263148386
0.0035830461350551623,0.5472701,0.003736110405848659
0.0067117199232792635,0.59326017,-0.0014325943095561263
0.01150218190353436,0.53458154,0.01647020756231515
1.7473402195147748e-05,0.45788273,2.4401069992899652e-05
0.002146068198485628,0.4612613,0.001632397390958596
0.0020824686362514704,0.4541624,0.0
0.004625718421421313,0.5025321,0.0
0.0010469016298636597,0.49777466,0.0
-0.00608595272610467,0.4672053,-0.0
0.003471834314499749,0.5125144,0.0
3.81197702106429e-05,0.55249083,-0.0014238218059789312
0.006587563269860502,0.51299715,0.009377766844740707
-0.0006295555507356148,0.52581316,-0.0009105008363890297
0.0005092350398646701,0.52688307,-0.0007060123966551083
-0.0022763982294083576,0.48693097,-0.0
0.0015778199046987368,0.46386707,0.0
0.0010115259764941317,0.5204599,0.0
0.00880233031501038,0.58567727,-0.0016335888341923186
-0.0021941578177337947,0.5555121,-0.003595416237485822
-0.0003690492159152899,0.56304044,-0.0006211116517419319
0.004674363645274567,0.5398056,0.006043757333396253
0.0010709327032427903,0.54126257,0.0
0.0009509820792062627,0.533729,0.0
-0.007530446595791227,0.52982724,-0.0
-0.002126258023403761,0.53927356,-0.0
0.009592136693001303,0.50303626,0.0
-0.004481005718174968,0.4733654,-0.0
-0.01664951500981834,0.5089673,-0.0
-0.0016067060560347969,0.5427357,-0.0
-0.0030259808595018596,0.5298841,-0.0
0.0037133830511016726,0.5259294,0.0
-0.024426474437570796,0.52434504,-0.0
0.0079839893634224,0.46123815,0.0
0.005822012301521938,0.45590577,0.0
0.008855954415357753,0.49419722,0.0
-0.005854458419773705,0.50331825,-0.0
-0.006772240853415355,0.515307,-0.0
0.008459939625435921,0.49901876,0.0
-0.0028283966108148314,0.5071237,-0.0
-0.011985681943016436,0.5274185,-0.0
0.0013526549633799585,0.53729415,0.0
-0.008410962003432774,0.5338529,-0.0
-0.006935919833646164,0.52431464,-0.0
0.002096277031744833,0.4930983,0.0
-0.013283187543648078,0.47866347,-0.0
-0.002769067908266677,0.50318474,-0.0
0.02120590232217955,0.49860743,0.0
0.008128733116814899,0.5257417,0.0
0.006116844939692654,0.53542674,0.0
0.010442980027269892,0.5085477,0.0
0.0046492226262494244,0.5337794,0.0
-0.00034993807146250003,0.4915751,-0.0
-0.002039663774722221,0.5105943,-0.0
0.004089008864639257,0.49928883,0.0
-0.001612807587531756,0.44484365,-0.0010169157576783165
0.00093130109699637,0.46518394,-0.0009679300887335291
0.009670497163039447,0.47009012,-0.01005380084602899
0.002980730141062033,0.49502307,-0.004060129745102367
0.00942758127737494,0.48968887,0.0
-0.0012599923298071609,0.49091843,-0.0
-0.001733400904302287,0.52922803,-0.0
-0.009541770544716905,0.53023213,-0.0
-0.0012347116248143642,0.5227265,-0.0
0.0038158883683474492,0.50927556,0.0
0.005740945999783157,0.50356716,0.0
0.007643029310015423,0.54010314,0.0
0.0029238366128209827,0.55350995,-0.001282556268340179
0.007643109507034923,0.5255783,0.009798341582365979
-0.0018075488155421986,0.5269056,-0.0023294248834798644
-0.004847152553144958,0.53358775,-0.007543785205554042
0.001235782419211788,0.5562388,-0.0013541772951717623
0.0045005517390433025,0.5316607,0.0060430301939253936
0.0022826049710747607,0.5071329,0.0031600004236065045
0.004609531857975653,0.48936892,0.005249455493579631
0.00017584401022740885,0.5060438,0.0
-0.003409581359505424,0.51298183,-0.0
-0.006552659792503698,0.545995,-0.0
0.0035756025605543887,0.519608,0.0
-0.006195889480245687,0.51893246,-0.0
0.002824694365048887,0.53555083,0.0
0.006824164701727632,0.5294227,0.0
0.004677196778300731,0.51638395,0.0
-0.005276317479033593,0.48726115,-0.0
0.007360540600725698,0.47247082,0.0
-0.0016174097784052493,0.45221022,-0.0
-0.002582005570623435,0.46188572,-0.0
-0.010945190684515766,0.4733764,-0.0
-0.009039519316589632,0.526542,-0.0
-0.007309419211901018,0.5092105,-0.0
-0.03023016208358668,0.5045151,-0.0
0.012933013700777157,0.52530134,0.0
0.0007665958837026665,0.4989803,0.0
0.018588459816052425,0.5056337,0.0
-0.006638598058195028,0.49423757,-0.0
-0.012393791374559437,0.51849836,-0.0
0.015018340141399234,0.556875,-0.0010145969913194332
-0.029730362441873767,0.56365967,-0.031178933275680835
0.0024612366961521996,0.56441015,0.0
0.014323046395867118,0.542112,0.0
0.012033185716061752,0.5076333,0.0
-0.007946217877328045,0.51750386,-0.0
0.00821297210480141,0.48323953,0.0
-0.0005061754347781955,0.46498236,-0.0
-0.02628890043473184,0.473135,-0.0
0.010923121308848798,0.45023403,0.0
-0.0032083319923270257,0.5312695,-0.0
0.006524141413449647,0.54899305,0.0
0.012607504258443371,0.5375118,0.0
0.0006425866282088049,0.44358277,-0.0007456610718403696
-0.006923029401107576,0.3916539,0.005160181271927868
0.010783722026351545,0.42204908,-0.008024852561717671
0.012925922894213253,0.45939705,-0.010272137720214286
0.0009102039182753089,0.45449778,0.0
-9.403841605477147e-05,0.45805013,-0.0
0.0003222655402596992,0.41666555,-0.0007320788637181572
